n_pts,N_shots,seed,axis,u_proj,Q_obs,sig_obs
1000,1000,48,amp,-0.307927,0.994000,0.002842
1000,1000,48,amp,0.149232,0.969000,0.005634
1000,1000,48,fcl,0.315443,0.472000,0.015722
1000,1000,48,fcl,-0.327042,0.485000,0.015794
1000,1000,48,fcl,0.276009,0.518000,0.015798
1000,1000,48,fcl,0.213314,0.587000,0.015592
1000,1000,48,fcl,0.398833,0.291000,0.014522
1000,1000,48,fcl,-0.207054,0.687000,0.014689
1000,1000,48,amp,-0.201127,0.764000,0.012997
1000,1000,48,amp,0.115710,0.838000,0.011228
1000,1000,48,fsb,-0.123305,0.589000,0.015444
1000,1000,48,fsb,-0.248778,0.313000,0.014520
1000,1000,48,fsb,0.497655,0.482000,0.015797
1000,1000,48,fcl,0.261526,0.552000,0.015710
1000,1000,48,fcl,0.346392,0.383000,0.015261
1000,1000,48,amp,0.329911,0.912000,0.009467
1000,1000,48,fcl,-0.283040,0.434000,0.015658
1000,1000,48,fcl,0.141181,0.838000,0.012092
1000,1000,48,fcl,0.375219,0.296000,0.014291
1000,1000,48,fcl,0.174234,0.576000,0.015652
1000,1000,48,fcl,0.196532,0.697000,0.014473
1000,1000,48,fsb,-0.416676,0.391000,0.015483
1000,1000,48,amp,-0.384916,0.777000,0.013187
1000,1000,48,fcl,0.291446,0.418000,0.015595
1000,1000,48,fsb,0.402179,0.471000,0.015761
1000,1000,48,fsb,0.201485,0.569000,0.015565
1000,1000,48,fcl,-0.057862,0.795000,0.012780
1000,1000,48,fsb,0.094294,0.795000,0.012780
1000,1000,48,amp,-0.075395,0.795000,0.012780
1000,1000,48,fcl,0.409776,0.229000,0.013284
1000,1000,48,fcl,-0.434117,0.377000,0.015313
1000,1000,48,fsb,-0.190457,0.316000,0.014823
1000,1000,48,fcl,0.261925,0.498000,0.015807
1000,1000,48,amp,-0.298818,0.922000,0.008508
1000,1000,48,amp,-0.132168,0.799000,0.012349
1000,1000,48,fcl,0.389746,0.340000,0.014680
1000,1000,48,fsb,-0.488090,0.403000,0.015655
1000,1000,48,amp,-0.194974,0.959000,0.006469
1000,1000,48,fsb,0.108083,0.783000,0.013106
1000,1000,48,amp,0.115642,0.813000,0.012173
1000,1000,48,amp,-0.114370,0.951000,0.006325
1000,1000,48,fcl,0.205461,0.692000,0.014535
1000,1000,48,fsb,0.189951,0.613000,0.015476
1000,1000,48,fcl,-0.228069,0.615000,0.015580
1000,1000,48,amp,-0.351785,0.935000,0.007990
1000,1000,48,fsb,0.192258,0.617000,0.015344
1000,1000,48,fcl,-0.024240,0.984000,0.004529
1000,1000,48,fsb,0.024000,0.984000,0.004529
1000,1000,48,amp,0.041433,0.984000,0.004529
1000,1000,49,fcl,0.492385,0.157000,0.011835
1000,1000,49,fcl,0.357364,0.321000,0.014960
1000,1000,49,amp,0.353398,0.936000,0.007416
1000,1000,49,fcl,0.023773,0.992000,0.002350
1000,1000,49,fsb,-0.003779,0.992000,0.002350
1000,1000,49,amp,0.009051,0.992000,0.002350
1000,1000,49,fsb,-0.137513,0.549000,0.015643
1000,1000,49,fcl,-0.038050,0.935000,0.008534
1000,1000,49,fsb,-0.044450,0.935000,0.008534
1000,1000,49,amp,0.072646,0.935000,0.008534
1000,1000,49,amp,-0.172107,0.975000,0.005503
1000,1000,49,fsb,0.129571,0.742000,0.013943
1000,1000,49,amp,-0.106439,0.793000,0.012969
1000,1000,49,amp,0.228675,0.888000,0.010257
1000,1000,49,fsb,0.371295,0.444000,0.015778
1000,1000,49,fcl,-0.188893,0.685000,0.014672
1000,1000,49,fsb,-0.224088,0.293000,0.014336
1000,1000,49,amp,0.254926,0.890000,0.009772
1000,1000,49,fsb,-0.457973,0.379000,0.015258
1000,1000,49,fsb,-0.313676,0.350000,0.014787
1000,1000,49,fsb,0.152015,0.617000,0.014857
1000,1000,49,fsb,0.359671,0.479000,0.015783
1000,1000,49,fcl,-0.211795,0.665000,0.014844
1000,1000,49,amp,-0.464495,0.800000,0.012820
1000,1000,49,fsb,0.133529,0.719000,0.014048
1000,1000,49,fsb,0.365201,0.452000,0.015743
1000,1000,49,fcl,0.342560,0.376000,0.015407
1000,1000,49,amp,0.447743,0.890000,0.010362
1000,1000,49,fsb,0.493469,0.447000,0.015764
1000,1000,49,fcl,-0.100127,0.921000,0.009136
1000,1000,49,fcl,-0.246017,0.641000,0.015440
1000,1000,49,fcl,-0.429658,0.340000,0.015059
1000,1000,49,fsb,-0.336356,0.389000,0.015448
1000,1000,49,fsb,-0.259296,0.425000,0.015387
1000,1000,49,fsb,0.345583,0.437000,0.015735
1000,1000,49,amp,0.479770,0.855000,0.011120
1000,1000,49,amp,-0.210885,0.828000,0.011480
1000,1000,49,amp,0.386975,0.880000,0.010009
1000,1000,49,fsb,0.384993,0.483000,0.015805
1000,1000,49,fcl,0.156388,0.784000,0.012512
1000,1000,49,amp,0.244946,0.793000,0.012949
1000,1000,49,fsb,-0.231174,0.381000,0.015487
1000,1000,49,amp,0.274376,0.868000,0.010581
1000,1000,49,amp,0.191270,0.774000,0.013224
1000,1000,49,fsb,-0.112265,0.618000,0.015385
1000,1000,49,fcl,0.186503,0.742000,0.013824
1000,1000,49,fcl,-0.305454,0.508000,0.015773
1000,1000,49,amp,0.346392,0.591000,0.015367
1000,1000,49,fcl,0.184875,0.740000,0.013993
1000,1000,49,fcl,-0.129488,0.742000,0.013642
1000,1000,49,fcl,0.155834,0.823000,0.012414
1000,1000,49,amp,-0.142149,0.805000,0.012490
1000,1000,49,amp,0.160566,0.809000,0.011914
1000,1000,49,amp,0.190365,0.825000,0.011240
1000,1000,49,fsb,0.477297,0.473000,0.015783
1000,1000,49,fsb,0.273316,0.505000,0.015802
1000,1000,49,fcl,0.450798,0.191000,0.012478
1000,1000,49,fsb,0.474825,0.472000,0.015783
1000,1000,49,fsb,0.471180,0.448000,0.015763
1000,1000,49,fsb,0.229807,0.537000,0.015763
1000,1000,49,amp,-0.424938,0.904000,0.009249
1000,1000,49,fcl,0.298016,0.373000,0.015307
1000,1000,49,fcl,0.126703,0.860000,0.010848
1000,1000,49,amp,-0.121699,0.899000,0.009512
1000,1000,49,fsb,-0.299647,0.401000,0.015391
1000,1000,49,fsb,-0.379713,0.397000,0.015312
1000,1000,49,amp,0.480593,0.985000,0.004774
1000,1000,49,fsb,-0.294911,0.314000,0.014594
1000,1000,49,fcl,0.154062,0.619000,0.015256
1000,1000,49,amp,0.341458,0.935000,0.008108
1000,1000,49,amp,0.446585,0.773000,0.013286
1000,1000,49,fcl,0.413615,0.249000,0.013566
1000,1000,49,fcl,0.205060,0.676000,0.014576
1000,1000,49,fsb,0.157406,0.647000,0.015160
1000,1000,49,fcl,-0.445419,0.353000,0.014951
1000,1000,49,amp,-0.220667,0.823000,0.011672
1000,1000,49,amp,0.199210,0.829000,0.012138
1000,1000,49,fcl,-0.316272,0.466000,0.015793
1000,1000,49,amp,-0.370456,0.876000,0.010612
1000,1000,49,fcl,-0.302502,0.461000,0.015732
1000,1000,49,fsb,0.253659,0.557000,0.015730
1000,1000,49,fcl,-0.144333,0.769000,0.012803
1000,1000,49,fsb,-0.127030,0.609000,0.015519
1000,1000,49,fsb,0.390066,0.494000,0.015787
1000,1000,49,amp,-0.270985,0.844000,0.011932
1000,1000,49,amp,-0.332199,0.830000,0.012059
1000,1000,49,amp,-0.436782,0.877000,0.010196
1000,1000,49,fcl,0.164157,0.773000,0.012900
1000,1000,49,fcl,-0.207598,0.618000,0.014939
1000,1000,49,fsb,0.447915,0.470000,0.015792
1000,1000,49,fsb,0.313571,0.506000,0.015810
1000,1000,49,amp,0.121120,0.682000,0.014452
1000,1000,49,amp,0.180151,0.966000,0.005350
1000,1000,49,fcl,0.203386,0.609000,0.015272
1000,1000,49,fcl,0.399438,0.253000,0.014174
1000,1000,49,fcl,0.360911,0.332000,0.015148
1000,1000,49,fcl,0.360988,0.315000,0.014976
1000,1000,49,amp,0.402358,0.829000,0.011390
1000,1000,49,fsb,-0.438137,0.467000,0.015796
1000,1000,49,amp,0.231233,0.911000,0.008364
1000,1000,49,amp,-0.291531,0.978000,0.005104
1000,1000,49,amp,0.316028,0.886000,0.009649
1000,1000,49,amp,0.491969,0.975000,0.004804
1000,1000,49,fcl,-0.064804,0.940000,0.007765
1000,1000,49,fsb,-0.027779,0.940000,0.007765
1000,1000,49,amp,-0.000163,0.940000,0.007765
1000,1000,49,fcl,0.449846,0.229000,0.012738
1000,1000,49,fcl,0.375767,0.251000,0.013969
1000,1000,49,fcl,-0.494253,0.301000,0.014609
1000,1000,49,amp,-0.201966,0.898000,0.009621
1000,1000,49,fcl,-0.340280,0.474000,0.015766
1000,1000,49,fcl,0.258115,0.546000,0.015680
1000,1000,49,amp,-0.398767,0.861000,0.011599
1000,1000,50,fsb,-0.463526,0.384000,0.015436
1000,1000,50,amp,-0.316850,0.842000,0.011458
1000,1000,50,amp,0.189806,0.958000,0.007055
1000,1000,50,fsb,0.179478,0.629000,0.015091
1000,1000,50,fcl,0.100783,0.855000,0.011222
1000,1000,50,fsb,-0.385561,0.429000,0.015625
1000,1000,50,amp,0.101325,0.834000,0.011521
1000,1000,50,fcl,-0.443668,0.321000,0.014666
1000,1000,50,fsb,0.370372,0.448000,0.015796
1000,1000,50,amp,0.323328,0.970000,0.006172
1000,1000,50,fsb,0.342024,0.458000,0.015758
1000,1000,50,fcl,0.241462,0.557000,0.015725
1000,1000,50,fsb,0.478774,0.474000,0.015791
1000,1000,50,fcl,-0.323418,0.415000,0.015611
1000,1000,50,fcl,0.165642,0.622000,0.015436
1000,1000,50,fcl,0.451686,0.216000,0.012978
1000,1000,50,fsb,0.392511,0.456000,0.015718
1000,1000,50,fsb,0.211528,0.591000,0.015638
1000,1000,50,fcl,0.102284,0.880000,0.010397
1000,1000,50,amp,-0.275649,0.985000,0.004215
1000,1000,50,amp,0.385366,0.977000,0.005259
1000,1000,50,fsb,-0.406279,0.429000,0.015705
1000,1000,50,fsb,-0.201405,0.317000,0.014867
1000,1000,50,amp,-0.351052,0.855000,0.011132
1000,1000,50,fsb,0.407952,0.468000,0.015786
1000,1000,50,fsb,-0.118741,0.589000,0.015562
1000,1000,50,fsb,-0.367775,0.372000,0.015274
1000,1000,50,fcl,0.418547,0.252000,0.014132
1000,1000,50,amp,0.405815,0.881000,0.010518
1000,1000,50,fcl,0.281608,0.509000,0.015804
1000,1000,50,amp,-0.252385,0.933000,0.007246
1000,1000,50,fsb,0.114983,0.746000,0.013727
1000,1000,50,amp,0.240218,0.897000,0.008976
1000,1000,50,fsb,-0.478624,0.434000,0.015741
1000,1000,50,fsb,-0.248801,0.412000,0.015471
1000,1000,50,fcl,0.255060,0.560000,0.015609
1000,1000,50,fsb,-0.353178,0.388000,0.015182
1000,1000,50,amp,-0.250385,0.807000,0.012412
1000,1000,50,fcl,0.481654,0.168000,0.012171
1000,1000,50,fsb,0.412353,0.468000,0.015795
1000,1000,50,fcl,0.014056,0.854000,0.011200
1000,1000,50,fsb,-0.068088,0.854000,0.011200
1000,1000,50,amp,0.054458,0.854000,0.011200
1000,1000,50,amp,-0.258902,0.959000,0.006306
1000,1000,50,fcl,0.373712,0.341000,0.014934
1000,1000,50,fcl,-0.106338,0.881000,0.010289
1000,1000,50,fcl,-0.401877,0.324000,0.015038
1000,1000,50,amp,0.133926,0.702000,0.014316
1000,1000,50,fsb,-0.413251,0.447000,0.015671
1000,1000,50,fsb,0.332381,0.462000,0.015743
1000,1000,50,fcl,-0.417130,0.361000,0.015326
1000,1000,50,amp,0.270495,0.985000,0.003695
1000,1000,50,fcl,-0.102863,0.809000,0.012219
1000,1000,50,fsb,-0.316614,0.311000,0.014833
1000,1000,50,amp,-0.396975,0.983000,0.003974
1000,1000,50,fcl,0.060854,0.929000,0.008334
1000,1000,50,fsb,0.038467,0.929000,0.008334
1000,1000,50,amp,-0.095335,0.929000,0.008334
1000,1000,50,fcl,0.403203,0.222000,0.013508
1000,1000,50,fcl,0.192232,0.566000,0.015477
1000,1000,50,fsb,0.489286,0.490000,0.015803
1000,1000,50,fsb,-0.168682,0.402000,0.015576
1000,1000,50,fsb,0.140739,0.702000,0.014346
1000,1000,50,amp,-0.432143,0.947000,0.007871
1000,1000,50,fcl,-0.084189,0.914000,0.008296
1000,1000,50,fsb,0.026093,0.914000,0.008296
1000,1000,50,amp,0.064415,0.914000,0.008296
1000,1000,50,fcl,-0.157705,0.689000,0.014430
1000,1000,50,amp,-0.478478,0.857000,0.010937
1000,1000,50,fcl,-0.407667,0.353000,0.015069
1000,1000,50,amp,0.217875,0.812000,0.012168
1000,1000,50,fcl,0.285853,0.342000,0.015148
1000,1000,50,amp,0.365599,0.901000,0.008726
1000,1000,50,fcl,-0.290381,0.512000,0.015811
1000,1000,50,fsb,-0.210562,0.342000,0.014957
1000,1000,50,fcl,-0.399748,0.395000,0.015481
1000,1000,50,fsb,-0.138364,0.491000,0.015811
1000,1000,50,fcl,0.364050,0.334000,0.014999
1000,1000,50,fcl,-0.176756,0.768000,0.013646
1000,1000,50,fcl,0.288341,0.481000,0.015790
1000,1000,50,amp,0.361705,0.949000,0.006707
1000,1000,50,fsb,0.424000,0.482000,0.015797
1000,1000,50,fcl,0.437046,0.203000,0.012794
1000,1000,50,fcl,0.078728,0.931000,0.007747
1000,1000,50,fsb,-0.015290,0.931000,0.007747
1000,1000,50,amp,-0.023540,0.931000,0.007747
1000,1000,50,fsb,-0.326360,0.329000,0.015009
1000,1000,50,fcl,0.434154,0.224000,0.013087
1000,1000,50,fcl,0.269293,0.554000,0.015756
1000,1000,50,fcl,0.206584,0.713000,0.014613
1000,1000,50,amp,0.117289,0.771000,0.013132
1000,10000,1,fcl,0.482920,0.194300,0.003955
1000,10000,1,fcl,0.372212,0.303700,0.004591
1000,10000,1,fcl,-0.315745,0.494500,0.004999
1000,10000,1,amp,-0.407961,0.813200,0.003903
1000,10000,1,fsb,-0.172943,0.440200,0.004964
1000,10000,1,amp,0.408325,0.661300,0.004721
1000,10000,1,amp,-0.320469,0.918100,0.002816
1000,10000,1,amp,-0.130838,0.884700,0.003120
1000,10000,1,fcl,0.308271,0.450400,0.004977
1000,10000,1,fcl,0.081889,0.941300,0.002367
1000,10000,1,fsb,-0.002501,0.941300,0.002367
1000,10000,1,amp,0.026182,0.941300,0.002367
1000,10000,1,fcl,-0.400696,0.379200,0.004856
1000,10000,1,fsb,0.445126,0.465900,0.004988
1000,10000,1,fcl,-0.136260,0.819900,0.003841
1000,10000,1,amp,0.303466,0.984100,0.001227
1000,10000,1,fsb,-0.361208,0.370800,0.004811
1000,10000,1,fcl,0.231723,0.590700,0.004926
1000,10000,1,fsb,-0.425243,0.361000,0.004811
1000,10000,1,fsb,-0.287427,0.307500,0.004676
1000,10000,1,fsb,-0.243376,0.362100,0.004836
1000,10000,1,fsb,0.461430,0.464300,0.004990
1000,10000,1,amp,0.441793,0.950200,0.002206
1000,10000,1,amp,-0.342770,0.943800,0.002308
1000,10000,1,fsb,-0.195788,0.325300,0.004711
1000,10000,1,fcl,0.002238,0.994500,0.000774
1000,10000,1,fsb,0.012324,0.994500,0.000774
1000,10000,1,amp,-0.014605,0.994500,0.000774
1000,10000,1,fsb,-0.378100,0.411300,0.004902
1000,10000,1,fsb,-0.181510,0.437900,0.004969
1000,10000,1,fsb,0.260897,0.492700,0.005000
1000,10000,1,fcl,-0.156607,0.702100,0.004528
1000,10000,1,fsb,0.418018,0.465900,0.004993
1000,10000,1,fcl,-0.151873,0.812600,0.003925
1000,10000,1,fsb,0.113493,0.757000,0.004255
1000,10000,1,amp,0.201488,0.882900,0.003142
1000,10000,1,fsb,0.272690,0.483400,0.005000
1000,10000,1,amp,0.318722,0.915200,0.002777
1000,10000,1,amp,0.460537,0.910400,0.002874
1000,10000,1,fsb,-0.464194,0.465000,0.004989
1000,10000,1,fsb,-0.348350,0.358800,0.004798
1000,10000,1,fcl,0.216896,0.632600,0.004805
1000,10000,1,fsb,-0.158660,0.474400,0.004992
1000,10000,1,fcl,0.331081,0.397900,0.004895
1000,10000,1,fsb,0.307865,0.524800,0.004995
1000,10000,1,fcl,-0.131896,0.766200,0.004208
1000,10000,1,fsb,0.367671,0.477000,0.004995
1000,10000,1,fsb,0.133397,0.724800,0.004495
1000,10000,1,fsb,-0.268519,0.326700,0.004694
1000,10000,1,amp,-0.139325,0.864600,0.003390
1000,10000,1,fsb,-0.102241,0.708900,0.004579
1000,10000,1,fcl,-0.152256,0.784800,0.004101
1000,10000,1,fsb,0.279672,0.544400,0.004979
1000,10000,1,fcl,-0.306196,0.498500,0.005000
1000,10000,1,fcl,-0.257802,0.507900,0.005000
1000,10000,1,amp,0.417770,0.972200,0.001699
1000,10000,1,fsb,0.183162,0.622700,0.004839
1000,10000,1,fsb,0.497443,0.481700,0.004995
1000,10000,1,amp,-0.480620,0.747300,0.004376
1000,10000,1,fsb,-0.422951,0.366300,0.004806
1000,10000,1,amp,-0.183989,0.862800,0.003396
1000,10000,1,fcl,-0.380466,0.432400,0.004937
1000,10000,1,amp,-0.418269,0.898400,0.003013
1000,10000,1,amp,0.285402,0.977800,0.001497
1000,10000,1,fcl,-0.397415,0.405100,0.004913
1000,10000,1,fcl,-0.317184,0.474600,0.004995
1000,10000,1,amp,-0.224732,0.847900,0.003596
1000,10000,1,fsb,0.359688,0.493800,0.004999
1000,10000,1,fsb,-0.227458,0.343700,0.004732
1000,10000,1,fcl,0.286852,0.445100,0.004965
1000,10000,1,fcl,0.142596,0.558300,0.004963
1000,10000,1,fsb,-0.462787,0.407700,0.004907
1000,10000,1,amp,0.351933,0.915600,0.002755
1000,10000,1,fsb,0.318758,0.507500,0.005000
1000,10000,1,fcl,0.153434,0.755400,0.004312
1000,10000,1,fsb,-0.455698,0.403900,0.004917
1000,10000,1,amp,-0.302621,0.981000,0.001400
1000,10000,1,fcl,0.289990,0.394300,0.004892
1000,10000,1,amp,-0.233872,0.801000,0.003987
1000,10000,1,fcl,0.216272,0.535600,0.004988
1000,10000,1,fsb,0.424813,0.481300,0.004993
1000,10000,1,fcl,0.180963,0.745500,0.004325
1000,10000,1,fsb,-0.373494,0.376600,0.004828
1000,10000,1,fsb,0.472990,0.460700,0.004988
1000,10000,1,amp,0.180107,0.842300,0.003661
1000,10000,1,fsb,-0.405413,0.385600,0.004848
1000,10000,1,fsb,0.406377,0.459100,0.004979
1000,10000,1,fcl,-0.370986,0.432900,0.004952
1000,10000,1,amp,-0.498016,0.803200,0.004017
1000,10000,1,amp,-0.214707,0.877500,0.003251
1000,10000,1,fsb,0.427152,0.481000,0.004995
1000,10000,1,fcl,0.225322,0.645800,0.004761
1000,10000,1,fsb,-0.383534,0.363400,0.004831
1000,10000,1,amp,0.389472,0.919600,0.002757
1000,10000,1,fsb,-0.139770,0.504900,0.005000
1000,10000,1,amp,0.309529,0.856400,0.003532
1000,10000,1,amp,-0.233543,0.970000,0.001816
1000,10000,1,fcl,0.191142,0.592000,0.004916
1000,10000,1,fcl,0.154268,0.710600,0.004510
1000,10000,1,fsb,0.374499,0.483000,0.004997
1000,10000,1,fcl,0.046686,0.860800,0.003480
1000,10000,1,fsb,-0.065391,0.860800,0.003480
1000,10000,1,amp,-0.083429,0.860800,0.003480
1000,10000,1,fcl,0.425860,0.239400,0.004270
1000,10000,1,fcl,0.282207,0.525300,0.004997
1000,10000,1,fsb,0.407056,0.474500,0.004994
1000,10000,1,fsb,-0.404241,0.377500,0.004855
1000,10000,1,fcl,-0.490376,0.322200,0.004681
1000,10000,1,amp,-0.180601,0.879700,0.003226
1000,10000,1,fcl,-0.130734,0.844300,0.003574
1000,10000,2,amp,0.189525,0.883100,0.003225
1000,10000,2,fcl,0.009185,0.967000,0.001756
1000,10000,2,fsb,0.033561,0.967000,0.001756
1000,10000,2,amp,0.032783,0.967000,0.001756
1000,10000,2,fsb,-0.472380,0.441900,0.004959
1000,10000,2,fcl,0.369867,0.343700,0.004759
1000,10000,2,amp,-0.494971,0.926200,0.002662
1000,10000,2,fsb,0.441781,0.446500,0.004975
1000,10000,2,fsb,-0.385051,0.390400,0.004874
1000,10000,2,fcl,0.076974,0.785900,0.004090
1000,10000,2,fsb,0.099120,0.785900,0.004090
1000,10000,2,amp,-0.025896,0.785900,0.004090
1000,10000,2,amp,-0.331613,0.829700,0.003752
1000,10000,2,fsb,-0.144003,0.516400,0.004997
1000,10000,2,fcl,-0.480346,0.277800,0.004479
1000,10000,2,fsb,0.126102,0.710800,0.004553
1000,10000,2,fcl,0.040411,0.833000,0.003736
1000,10000,2,fsb,-0.072714,0.833000,0.003736
1000,10000,2,amp,-0.044300,0.833000,0.003736
1000,10000,2,fsb,0.184083,0.635400,0.004822
1000,10000,2,fcl,0.360084,0.344500,0.004758
1000,10000,2,fsb,0.306672,0.449800,0.004975
1000,10000,2,amp,0.115410,0.938000,0.002388
1000,10000,2,fcl,-0.396308,0.394400,0.004882
1000,10000,2,fsb,0.126674,0.733200,0.004399
1000,10000,2,fcl,0.301373,0.338300,0.004723
1000,10000,2,fcl,-0.099154,0.893400,0.003086
1000,10000,2,fsb,-0.017484,0.893400,0.003086
1000,10000,2,amp,0.081484,0.893400,0.003086
1000,10000,2,fcl,-0.122372,0.786400,0.004135
1000,10000,2,fcl,0.017730,0.974800,0.001569
1000,10000,2,fsb,0.028063,0.974800,0.001569
1000,10000,2,amp,0.025365,0.974800,0.001569
1000,10000,2,fcl,0.494124,0.164200,0.003713
1000,10000,2,fsb,-0.405044,0.421600,0.004938
1000,10000,2,amp,-0.322781,0.890400,0.003129
1000,10000,2,amp,0.498695,0.942500,0.002283
1000,10000,2,amp,0.379496,0.988100,0.001047
1000,10000,2,fsb,0.380465,0.474000,0.004994
1000,10000,2,fsb,0.339394,0.496700,0.005000
1000,10000,2,fsb,0.282614,0.527100,0.004991
1000,10000,2,amp,-0.340976,0.954500,0.002017
1000,10000,2,fsb,-0.160486,0.394500,0.004898
1000,10000,2,fcl,-0.001819,0.983100,0.001326
1000,10000,2,fsb,-0.023705,0.983100,0.001326
1000,10000,2,amp,0.052134,0.983100,0.001326
1000,10000,2,fcl,-0.259985,0.567300,0.004954
1000,10000,2,fcl,-0.175254,0.756400,0.004316
1000,10000,2,amp,0.235250,0.922700,0.002701
1000,10000,2,fcl,0.369607,0.331900,0.004716
1000,10000,2,amp,0.229532,0.830700,0.003758
1000,10000,2,amp,-0.267634,0.860600,0.003491
1000,10000,2,fsb,-0.422380,0.454800,0.004978
1000,10000,2,fcl,0.261774,0.559100,0.004965
1000,10000,2,fsb,0.453323,0.479700,0.004995
1000,10000,2,fcl,0.166286,0.541200,0.004978
1000,10000,2,fcl,-0.477199,0.323200,0.004680
1000,10000,2,amp,0.384076,0.862100,0.003411
1000,10000,2,amp,-0.257020,0.752300,0.004315
1000,10000,2,amp,0.112625,0.826500,0.003799
1000,10000,2,fsb,0.210833,0.584100,0.004921
1000,10000,2,amp,-0.489502,0.883000,0.003263
1000,10000,2,fsb,0.364304,0.465700,0.004988
1000,10000,2,fcl,-0.345712,0.416300,0.004952
1000,10000,2,amp,-0.458396,0.773400,0.004183
1000,10000,2,amp,-0.352290,0.868000,0.003422
1000,10000,2,amp,0.417870,0.885900,0.003085
1000,10000,2,fcl,-0.193977,0.713900,0.004527
1000,10000,2,amp,0.164091,0.871900,0.003322
1000,10000,2,amp,-0.347461,0.957800,0.002015
1000,10000,2,amp,-0.320150,0.833300,0.003753
1000,10000,2,fsb,-0.417027,0.362000,0.004800
1000,10000,2,fsb,0.450028,0.462400,0.004985
1000,10000,2,fsb,-0.310558,0.321500,0.004668
1000,10000,2,amp,0.424674,0.971300,0.001585
1000,10000,2,fcl,-0.144761,0.792600,0.004035
1000,10000,2,fsb,0.469769,0.467800,0.004986
1000,10000,2,fsb,0.231994,0.574300,0.004941
1000,10000,2,fcl,-0.102377,0.898700,0.002973
1000,10000,2,amp,0.214049,0.783100,0.004108
1000,10000,2,fcl,0.237766,0.594900,0.004909
1000,10000,2,fsb,0.210151,0.523000,0.004992
1000,10000,2,amp,-0.361717,0.851700,0.003578
1000,10000,2,fsb,0.104833,0.793600,0.004102
1000,10000,2,fcl,0.273073,0.535000,0.004987
1000,10000,2,fsb,0.103059,0.783700,0.004129
1000,10000,2,fsb,-0.313614,0.340200,0.004735
1000,10000,2,fcl,0.307097,0.410000,0.004937
1000,10000,2,fsb,0.155461,0.684500,0.004658
1000,10000,2,fsb,0.410965,0.447600,0.004967
1000,10000,2,fsb,-0.203203,0.323400,0.004704
1000,10000,2,fsb,0.492035,0.478700,0.004995
1000,10000,2,fcl,0.357578,0.352500,0.004794
1000,10000,2,amp,-0.279489,0.903500,0.002949
1000,10000,2,fcl,0.022032,0.965800,0.001850
1000,10000,2,fsb,-0.034954,0.965800,0.001850
1000,10000,2,amp,-0.082218,0.965800,0.001850
1000,10000,2,amp,0.267782,0.948200,0.002297
1000,10000,2,amp,0.380280,0.984400,0.001268
1000,10000,2,fcl,0.166329,0.782100,0.004111
1000,10000,2,fsb,0.473584,0.475200,0.004991
1000,10000,2,amp,-0.149969,0.901700,0.003011
1000,10000,2,amp,0.160415,0.845900,0.003573
1000,10000,2,fsb,-0.475640,0.372200,0.004821
1000,10000,2,fsb,-0.450400,0.413600,0.004929
1000,10000,2,fcl,0.300345,0.462400,0.004989
1000,10000,2,fsb,-0.247043,0.357800,0.004798
1000,10000,2,fcl,-0.393919,0.404000,0.004896
1000,10000,2,fcl,0.268965,0.549900,0.004978
1000,10000,2,fcl,-0.133106,0.850800,0.003641
1000,10000,2,fsb,-0.218858,0.402300,0.004907
1000,10000,2,fcl,0.069968,0.700100,0.004563
1000,10000,2,fsb,-0.093188,0.700100,0.004563
1000,10000,2,amp,-0.000868,0.700100,0.004563
1000,10000,2,amp,-0.321511,0.889200,0.003172
1000,10000,3,fcl,-0.329325,0.468500,0.004994
1000,10000,3,fsb,0.289313,0.540000,0.004987
1000,10000,3,fcl,-0.297730,0.438000,0.004961
1000,10000,3,fcl,-0.433884,0.341800,0.004725
1000,10000,3,fcl,-0.028420,0.971100,0.001705
1000,10000,3,fsb,0.025454,0.971100,0.001705
1000,10000,3,amp,-0.066298,0.971100,0.001705
1000,10000,3,fsb,-0.307825,0.365500,0.004810
1000,10000,3,fcl,0.427722,0.222800,0.004156
1000,10000,3,fcl,0.413719,0.254900,0.004327
1000,10000,3,fcl,-0.086377,0.856600,0.003497
1000,10000,3,fsb,-0.049490,0.856600,0.003497
1000,10000,3,amp,-0.044766,0.856600,0.003497
1000,10000,3,fcl,-0.342715,0.448400,0.004978
1000,10000,3,amp,0.299756,0.637200,0.004793
1000,10000,3,fsb,0.128474,0.746800,0.004397
1000,10000,3,fcl,0.401582,0.248600,0.004318
1000,10000,3,fcl,0.058534,0.952800,0.002132
1000,10000,3,fsb,0.026369,0.952800,0.002132
1000,10000,3,amp,0.005763,0.952800,0.002132
1000,10000,3,fcl,0.297902,0.478600,0.004991
1000,10000,3,amp,-0.343393,0.951500,0.002140
1000,10000,3,fcl,0.334080,0.372100,0.004839
1000,10000,3,fsb,0.249225,0.558900,0.004972
1000,10000,3,amp,0.319651,0.935500,0.002458
1000,10000,3,fcl,-0.079391,0.725900,0.004476
1000,10000,3,fsb,-0.088448,0.725900,0.004476
1000,10000,3,amp,-0.006050,0.725900,0.004476
1000,10000,3,fsb,-0.443282,0.432400,0.004953
1000,10000,3,amp,0.394753,0.737300,0.004410
1000,10000,3,amp,-0.323274,0.961200,0.001888
1000,10000,3,fcl,-0.082108,0.843300,0.003608
1000,10000,3,fsb,-0.052726,0.843300,0.003608
1000,10000,3,amp,0.040935,0.843300,0.003608
1000,10000,3,fcl,-0.240498,0.554400,0.004970
1000,10000,3,fsb,0.289386,0.499900,0.005000
