mode,N_shots,n_pts,median_seed,slice_axis,u_proj,Q_obs,σ_obs,Q_true_proj,Q_det_proj,μ_GP_proj,σ_GP_proj
fixed,250,100,47,fsb,0.319477,0.000000,0.000000,0.197451,0.775133,0.000223,0.003055
fixed,250,100,47,fsb,0.815824,0.000000,0.000000,0.000000,0.843973,0.000045,0.002181
fixed,250,100,47,fsb,0.173448,0.000000,0.000000,0.363358,0.841343,0.000098,0.002846
fixed,250,100,47,fsb,0.135761,0.560000,0.031394,0.478716,0.879050,0.000039,0.002951
fixed,250,100,47,fsb,-0.412128,0.000000,0.000000,0.001534,0.499986,-0.000340,0.003946
fixed,250,100,47,fsb,0.619914,0.000000,0.000000,0.263928,0.852432,0.000159,0.003137
fixed,250,100,47,fsb,0.348552,0.000000,0.000000,0.195111,0.774787,0.000229,0.003144
fixed,250,100,47,fsb,-0.330639,0.000000,0.000000,0.000000,0.500173,-0.000414,0.004050
fixed,250,100,47,fsb,-0.578216,0.000000,0.000000,0.076438,0.498423,-0.000121,0.004004
fixed,250,100,47,fsb,0.126510,0.000000,0.000000,0.514007,0.889354,0.000023,0.002988
fixed,250,100,47,fsb,0.343655,0.000000,0.000000,0.196617,0.774635,0.000229,0.003129
fixed,250,100,47,fsb,0.763348,0.000000,0.000000,0.052927,0.861006,0.000069,0.002331
fixed,250,100,47,fsb,0.614359,0.000000,0.000000,0.264156,0.850754,0.000162,0.003159
fixed,250,100,47,fsb,0.043282,0.000000,0.000000,0.897608,0.979763,-0.000133,0.003419
fixed,250,100,47,fsb,0.106717,0.000000,0.000000,0.599214,0.912150,-0.000012,0.003076
fixed,250,100,47,fsb,-0.439359,0.024000,0.009680,0.000000,0.499836,-0.000310,0.003926
fixed,250,100,47,fsb,0.751853,0.000000,0.000000,0.076023,0.863351,0.000075,0.002392
fixed,250,100,47,fsb,-0.846528,0.000000,0.000000,0.000000,0.499636,0.000476,0.005431
fixed,250,100,47,fsb,-0.177691,0.000000,0.000000,0.000000,0.658015,-0.000440,0.004189
fixed,250,100,47,fsb,0.375936,0.000000,0.000000,0.196831,0.777159,0.000232,0.003219
fixed,250,100,47,fsb,-0.094572,0.000000,0.000000,0.471441,0.884240,-0.000367,0.004053
fixed,250,100,47,fsb,0.158582,0.144000,0.022205,0.405331,0.855329,0.000076,0.002879
fixed,250,100,47,fsb,-0.439104,0.256000,0.027602,0.000000,0.499838,-0.000310,0.003926
fixed,250,100,47,fsb,0.593422,0.000000,0.000000,0.267857,0.843964,0.000174,0.003234
fixed,250,100,47,fsb,-0.558838,0.000000,0.000000,0.061876,0.498551,-0.000151,0.003972
fixed,250,100,47,fsb,0.856431,0.000000,0.000000,0.000000,0.825459,0.000037,0.002292
fixed,250,100,47,fsb,-0.768395,0.000000,0.000000,0.000000,0.499887,0.000263,0.004827
fixed,250,100,47,fsb,0.487045,0.000000,0.000000,0.238770,0.805335,0.000217,0.003384
fixed,250,100,47,fsb,-0.249126,0.068000,0.015922,0.000000,0.528672,-0.000451,0.004163
fixed,250,100,47,fsb,0.121815,0.000000,0.000000,0.535658,0.894702,0.000015,0.003007
fixed,250,100,47,fsb,0.283540,0.000000,0.000000,0.208046,0.780462,0.000207,0.002947
fixed,250,100,47,fsb,-0.253822,0.144000,0.022205,0.000000,0.524358,-0.000450,0.004158
fixed,250,100,47,fsb,0.368254,0.000000,0.000000,0.192627,0.776259,0.000232,0.003199
fixed,250,100,47,fsb,0.963459,0.000000,0.000000,0.000000,0.773551,0.000078,0.003512
fixed,250,100,47,fsb,-0.846431,0.000000,0.000000,0.000000,0.499637,0.000476,0.005430
fixed,250,100,47,fsb,0.373109,0.000000,0.000000,0.195284,0.776828,0.000232,0.003212
fixed,250,100,47,fsb,0.722553,0.000000,0.000000,0.132912,0.866773,0.000093,0.002568
fixed,250,100,47,fsb,0.822747,0.000000,0.000000,0.000000,0.841067,0.000043,0.002184
fixed,250,100,47,fsb,-0.932875,0.000000,0.000000,0.000000,0.498829,0.000758,0.006250
fixed,250,100,47,fsb,0.781497,0.000000,0.000000,0.015751,0.856240,0.000059,0.002250
fixed,250,100,47,fsb,0.394154,0.000000,0.000000,0.200951,0.779989,0.000232,0.003264
fixed,250,100,47,fsb,0.858933,0.000000,0.000000,0.000000,0.824236,0.000037,0.002307
fixed,250,100,47,fsb,-0.035810,0.000000,0.000000,0.919749,0.984515,-0.000280,0.003834
fixed,250,100,47,fsb,-0.569779,0.076000,0.016760,0.072390,0.498471,-0.000134,0.003989
fixed,250,100,47,fsb,-0.045701,0.000000,0.000000,0.867581,0.974100,-0.000296,0.003877
fixed,250,100,47,fsb,-0.313196,0.000000,0.000000,0.000000,0.501165,-0.000425,0.004076
fixed,250,100,47,fsb,0.949353,0.000000,0.000000,0.000000,0.779640,0.000067,0.003299
fixed,250,100,47,fsb,-0.030277,0.000000,0.000000,0.942510,0.988886,-0.000270,0.003808
fixed,250,100,47,fsb,0.962468,0.000000,0.000000,0.000000,0.773963,0.000077,0.003497
fixed,250,100,47,fsb,-0.622428,0.000000,0.000000,0.060088,0.498489,-0.000047,0.004111
fixed,250,100,47,fsb,0.866025,0.000000,0.000000,0.000000,0.820696,0.000037,0.002352
fixed,250,100,47,fsb,-0.223189,0.012000,0.006887,0.000000,0.561843,-0.000452,0.004185
fixed,250,100,47,fsb,-0.340402,0.000000,0.000000,0.000000,0.499975,-0.000406,0.004035
fixed,250,100,47,fsb,0.329219,0.000000,0.000000,0.194815,0.774656,0.000226,0.003085
fixed,250,100,47,fsb,0.113331,0.000000,0.000000,0.574103,0.904457,-0.000000,0.003045
fixed,250,100,47,fsb,-0.668737,0.000000,0.000000,0.000000,0.498933,0.000040,0.004276
fixed,250,100,47,fsb,0.301111,0.000000,0.000000,0.202935,0.777125,0.000216,0.002999
fixed,250,100,47,fsb,-0.714938,0.000000,0.000000,0.000000,0.499328,0.000137,0.004499
fixed,250,100,47,fsb,-0.042201,0.000000,0.000000,0.886356,0.977872,-0.000290,0.003862
fixed,250,100,47,fsb,-0.802512,0.000000,0.000000,0.000000,0.499998,0.000352,0.005074
fixed,250,100,47,fsb,0.176051,0.000000,0.000000,0.355740,0.838980,0.000102,0.002842
fixed,250,100,47,fsb,-0.670264,0.000000,0.000000,0.000000,0.498947,0.000043,0.004282
fixed,250,100,47,fsb,-0.046958,0.000000,0.000000,0.859717,0.972437,-0.000298,0.003883
fixed,250,100,47,fsb,-0.211326,0.000000,0.000000,0.000000,0.582573,-0.000451,0.004190
fixed,250,100,47,fsb,-0.272881,0.372000,0.030569,0.000000,0.511564,-0.000445,0.004135
fixed,250,100,47,fsb,0.073001,0.596000,0.031034,0.760177,0.950804,-0.000076,0.003252
fixed,250,100,47,fsb,0.664969,0.060000,0.015020,0.220766,0.863144,0.000131,0.002917
fixed,250,100,47,fsb,-0.014147,0.000000,0.000000,0.988695,0.997837,-0.000242,0.003730
fixed,250,100,47,fsb,0.758016,0.000000,0.000000,0.061377,0.862195,0.000072,0.002358
fixed,250,100,47,fsb,-0.714294,0.000000,0.000000,0.000000,0.499322,0.000136,0.004495
fixed,250,100,47,fsb,0.595641,0.000000,0.000000,0.267237,0.844721,0.000173,0.003226
fixed,250,100,47,fsb,-0.477916,0.224000,0.026368,0.000048,0.499453,-0.000264,0.003915
fixed,250,100,47,fsb,0.926881,0.000000,0.000000,0.000000,0.790118,0.000052,0.002983
fixed,250,100,47,fsb,-0.683783,0.000000,0.000000,0.000000,0.499069,0.000071,0.004342
fixed,250,100,47,fsb,-0.013521,0.064000,0.015480,0.989414,0.997974,-0.000241,0.003727
fixed,250,100,47,fsb,0.077875,0.000000,0.000000,0.736102,0.945430,-0.000066,0.003225
fixed,250,100,47,fsb,0.575443,0.256000,0.027602,0.269693,0.837663,0.000183,0.003285
fixed,250,100,47,fsb,0.959114,0.000000,0.000000,0.000000,0.775372,0.000075,0.003445
fixed,250,100,47,fsb,-0.398120,0.260000,0.027742,0.004920,0.500009,-0.000355,0.003959
fixed,250,100,47,fsb,-0.998528,0.000000,0.000000,0.088144,0.498377,0.001010,0.006974
fixed,250,100,47,A,-0.845373,0.000000,0.000000,0.855950,0.981503,0.000471,0.005886
fixed,250,100,47,A,0.597965,0.136000,0.021680,0.939831,0.992247,0.003105,0.004748
fixed,250,100,47,A,-0.453408,0.000000,0.000000,0.955410,0.994336,0.000049,0.004068
fixed,250,100,47,A,0.604689,0.164000,0.023418,0.937824,0.992062,0.003181,0.004814
fixed,250,100,47,A,0.187956,0.000000,0.000000,0.995055,0.999415,-0.000182,0.003780
fixed,250,100,47,A,-0.430459,0.000000,0.000000,0.959075,0.994861,0.000037,0.004076
fixed,250,100,47,A,0.249881,0.164000,0.023418,0.990925,0.998852,-0.000015,0.003679
fixed,250,100,47,A,-0.602873,0.000000,0.000000,0.922723,0.990304,0.000178,0.004223
fixed,250,100,47,A,0.575686,0.000000,0.000000,0.942765,0.992844,0.002849,0.004537
fixed,250,100,47,A,-0.659720,0.056000,0.014542,0.909641,0.988491,0.000243,0.004476
fixed,250,100,47,A,-0.562506,0.000000,0.000000,0.932581,0.991498,0.000136,0.004118
fixed,250,100,47,A,-0.033129,0.000000,0.000000,0.999266,0.999914,-0.000187,0.003619
fixed,250,100,47,A,-0.092720,0.000000,0.000000,0.996989,0.999642,-0.000134,0.003606
fixed,250,100,47,A,0.496670,0.000000,0.000000,0.957097,0.994769,0.001930,0.003899
fixed,250,100,47,A,0.199049,0.412000,0.031129,0.994368,0.999328,-0.000160,0.003767
fixed,250,100,47,A,-0.681953,0.000000,0.000000,0.902060,0.987740,0.000270,0.004606
fixed,250,100,47,A,-0.997188,0.000000,0.000000,0.802625,0.974589,0.000724,0.007258
fixed,250,100,47,A,0.930671,0.000000,0.000000,0.846561,0.980546,0.005740,0.008383
fixed,250,100,47,A,0.657996,0.000000,0.000000,0.923948,0.990522,0.003758,0.005355
fixed,250,100,47,A,-0.814439,0.000000,0.000000,0.863994,0.982780,0.000431,0.005618
fixed,250,100,47,A,-0.434903,0.000000,0.000000,0.958266,0.994762,0.000039,0.004075
fixed,250,100,47,A,-0.460312,0.000000,0.000000,0.953742,0.994174,0.000054,0.004066
fixed,250,100,47,A,0.978349,0.000000,0.000000,0.830261,0.978444,0.005952,0.008949
fixed,250,100,47,A,0.648762,0.560000,0.031394,0.926704,0.990799,0.003662,0.005259
fixed,250,100,47,A,-0.473892,0.000000,0.000000,0.950512,0.993847,0.000062,0.004062
fixed,250,100,47,A,-0.048493,0.000000,0.000000,0.998864,0.999860,-0.000173,0.003608
fixed,250,100,47,A,-0.977286,0.000000,0.000000,0.807951,0.975556,0.000682,0.007072
fixed,250,100,47,A,-0.355298,0.000000,0.000000,0.972273,0.996401,0.000005,0.004072
fixed,250,100,47,A,0.578977,0.000000,0.000000,0.941594,0.992757,0.002887,0.004568
fixed,250,100,47,A,-0.624703,0.000000,0.000000,0.917193,0.989626,0.000202,0.004306
fixed,250,100,47,A,0.391548,0.000000,0.000000,0.974985,0.996866,0.000853,0.003497
fixed,250,100,47,A,0.638407,0.000000,0.000000,0.927995,0.991104,0.003552,0.005153
fixed,250,100,47,A,0.687338,0.000000,0.000000,0.917800,0.989617,0.004052,0.005664
fixed,250,100,47,A,-0.244873,0.000000,0.000000,0.986269,0.998170,-0.000035,0.003896
fixed,250,100,47,A,0.286899,0.000000,0.000000,0.986610,0.998427,0.000142,0.003600
fixed,250,100,47,A,0.995618,0.024000,0.009680,0.824074,0.977657,0.006023,0.009158
fixed,250,100,47,A,0.261721,0.000000,0.000000,0.989488,0.998723,0.000030,0.003654
fixed,250,100,47,A,-0.074665,0.000000,0.000000,0.997808,0.999743,-0.000150,0.003601
fixed,250,100,47,A,0.419302,0.000000,0.000000,0.969660,0.996364,0.001108,0.003543
fixed,250,100,47,A,-0.257492,0.000000,0.000000,0.983601,0.997998,-0.000030,0.003925
fixed,250,100,47,A,-0.390738,0.000000,0.000000,0.965872,0.995709,0.000018,0.004083
fixed,250,100,47,A,0.703931,0.144000,0.022205,0.914666,0.989086,0.004209,0.005842
fixed,250,100,47,A,0.242126,0.256000,0.027602,0.991562,0.998932,-0.000042,0.003695
fixed,250,100,47,A,0.801076,0.000000,0.000000,0.885319,0.985722,0.004996,0.006904
fixed,250,100,47,A,-0.902275,0.000000,0.000000,0.834782,0.979037,0.000551,0.006390
fixed,250,100,47,A,-0.914229,0.000000,0.000000,0.831363,0.978500,0.000570,0.006497
fixed,250,100,47,A,0.305852,0.000000,0.000000,0.985426,0.998183,0.000241,0.003562
fixed,250,100,47,A,-0.715748,0.000000,0.000000,0.893678,0.986553,0.000310,0.004832
fixed,250,100,47,A,0.564810,0.068000,0.015922,0.946273,0.993126,0.002723,0.004438
fixed,250,100,47,A,-0.339707,0.000000,0.000000,0.974250,0.996687,-0.000001,0.004060
fixed,250,100,47,A,0.811674,0.000000,0.000000,0.880141,0.985328,0.005069,0.007022
fixed,250,100,47,A,-0.561098,0.144000,0.022205,0.932813,0.991539,0.000135,0.004116
fixed,250,100,47,A,0.160086,0.000000,0.000000,0.996524,0.999608,-0.000224,0.003801
fixed,250,100,47,A,-0.091574,0.000000,0.000000,0.997043,0.999649,-0.000135,0.003605
fixed,250,100,47,A,-0.366974,0.000000,0.000000,0.970361,0.996180,0.000009,0.004078
fixed,250,100,47,A,-0.446865,0.000000,0.000000,0.957263,0.994489,0.000046,0.004070
fixed,250,100,47,A,0.611884,0.000000,0.000000,0.935730,0.991862,0.003262,0.004885
fixed,250,100,47,A,-0.094284,0.000000,0.000000,0.996916,0.999633,-0.000132,0.003607
fixed,250,100,47,A,0.527458,0.000000,0.000000,0.953752,0.994054,0.002286,0.004122
fixed,250,100,47,A,-0.820397,0.000000,0.000000,0.862577,0.982538,0.000439,0.005670
fixed,250,100,47,A,-0.204488,0.000000,0.000000,0.989689,0.998670,-0.000054,0.003797
fixed,250,100,47,A,0.787898,0.000000,0.000000,0.890426,0.986205,0.004903,0.006758
fixed,250,100,47,A,-0.471190,0.000000,0.000000,0.951348,0.993913,0.000061,0.004063
fixed,250,100,47,A,0.651223,0.076000,0.016760,0.925970,0.990725,0.003688,0.005285
fixed,250,100,47,A,0.271748,0.000000,0.000000,0.988496,0.998608,0.000072,0.003633
fixed,250,100,47,A,0.697907,0.000000,0.000000,0.916117,0.989281,0.004153,0.005777
fixed,250,100,47,A,-0.783134,0.000000,0.000000,0.872609,0.984026,0.000393,0.005355
fixed,250,100,47,A,0.564697,0.000000,0.000000,0.946273,0.993129,0.002721,0.004437
fixed,250,100,47,A,-0.870475,0.000000,0.000000,0.847167,0.980434,0.000505,0.006107
fixed,250,100,47,A,-0.492652,0.000000,0.000000,0.948326,0.993381,0.000076,0.004060
fixed,250,100,47,A,0.231633,0.000000,0.000000,0.992348,0.999037,-0.000076,0.003715
fixed,250,100,47,A,-0.837289,0.012000,0.006887,0.857272,0.981841,0.000461,0.005816
fixed,250,100,47,A,-0.083130,0.000000,0.000000,0.997437,0.999698,-0.000142,0.003602
fixed,250,100,47,A,-0.499184,0.000000,0.000000,0.946143,0.993215,0.000080,0.004061
fixed,250,100,47,A,0.265423,0.000000,0.000000,0.989064,0.998681,0.000045,0.003646
fixed,250,100,47,A,-0.051810,0.000000,0.000000,0.998696,0.999847,-0.000170,0.003606
fixed,250,100,47,A,-0.937190,0.000000,0.000000,0.821344,0.977449,0.000608,0.006705
fixed,250,100,47,A,-0.830857,0.000000,0.000000,0.860383,0.982108,0.000452,0.005760
fixed,250,100,47,A,0.922205,0.000000,0.000000,0.850632,0.980908,0.005699,0.008284
fixed,250,100,47,A,0.070233,0.000000,0.000000,0.999711,0.999975,-0.000258,0.003758
fixed,250,100,47,A,0.533350,0.000000,0.000000,0.951874,0.993912,0.002355,0.004169
fixed,250,100,47,A,0.004295,0.000000,0.000000,0.999807,0.999996,-0.000219,0.003663
fixed,250,100,47,A,-0.625392,0.000000,0.000000,0.917094,0.989604,0.000203,0.004309
fixed,250,100,47,A,-0.475927,0.000000,0.000000,0.949882,0.993798,0.000064,0.004062
fixed,250,100,47,A,0.864264,0.372000,0.030569,0.868869,0.983296,0.005396,0.007615
fixed,250,100,47,A,0.542551,0.596000,0.031034,0.949361,0.993687,0.002463,0.004244
fixed,250,100,47,A,-0.188649,0.060000,0.015020,0.990653,0.998845,-0.000063,0.003759
fixed,250,100,47,A,-0.535637,0.000000,0.000000,0.938511,0.992250,0.000111,0.004080
fixed,250,100,47,A,-0.024456,0.000000,0.000000,0.999273,0.999939,-0.000195,0.003628
fixed,250,100,47,A,-0.376848,0.000000,0.000000,0.967620,0.995988,0.000013,0.004081
fixed,250,100,47,A,0.370547,0.000000,0.000000,0.976911,0.997221,0.000678,0.003487
fixed,250,100,47,A,0.598502,0.224000,0.026368,0.939677,0.992233,0.003111,0.004754
fixed,250,100,47,A,0.823317,0.000000,0.000000,0.880146,0.984890,0.005146,0.007153
fixed,250,100,47,A,0.087384,0.000000,0.000000,0.999561,0.999935,-0.000261,0.003778
fixed,250,100,47,A,-0.716241,0.064000,0.015480,0.893536,0.986536,0.000311,0.004835
fixed,250,100,47,A,-0.475745,0.000000,0.000000,0.949938,0.993802,0.000064,0.004062
fixed,250,100,47,A,0.632628,0.256000,0.027602,0.930051,0.991272,0.003490,0.005094
fixed,250,100,47,A,-0.869775,0.000000,0.000000,0.847287,0.980465,0.000504,0.006101
fixed,250,100,47,A,0.161886,0.260000,0.027742,0.996526,0.999597,-0.000222,0.003801
fixed,250,100,47,A,-0.534096,0.000000,0.000000,0.938565,0.992292,0.000109,0.004079
adaptive,250,100,47,fcl,0.467225,0.000000,0.000000,0.000000,0.649520,-0.035030,0.043684
adaptive,250,100,47,fcl,-0.633936,0.228898,0.011236,0.000000,0.504187,-0.000851,0.064249
adaptive,250,100,47,fcl,0.659040,0.000000,0.000000,0.000000,0.534803,0.003458,0.064620
adaptive,250,100,47,fcl,0.106557,0.217902,0.012413,0.835092,0.946816,0.290796,0.071241
adaptive,250,100,47,fcl,-0.968892,0.000000,0.000000,0.000000,0.253533,-0.000559,0.067443
adaptive,250,100,47,fcl,0.345359,0.019608,0.019415,0.000000,0.741270,0.021868,0.027732
adaptive,250,100,47,fcl,0.708132,0.187271,0.009651,0.000000,0.510229,0.006728,0.070817
adaptive,250,100,47,fcl,-0.968806,0.019608,0.019415,0.000000,0.253634,-0.000568,0.067430
adaptive,250,100,47,fcl,0.728656,0.000000,0.000000,0.000000,0.503070,0.007323,0.072941
adaptive,250,100,47,fcl,0.149825,0.056818,0.012339,0.683464,0.912329,0.299672,0.064238
adaptive,250,100,47,fcl,0.834089,0.000000,0.000000,0.000000,0.520756,0.006050,0.074808
adaptive,250,100,47,fcl,0.342085,0.000000,0.000000,0.000000,0.744213,0.026483,0.028254
adaptive,250,100,47,fcl,-0.151966,0.019608,0.019415,0.640389,0.794658,0.061771,0.082241
adaptive,250,100,47,fcl,0.106311,0.004902,0.004890,0.835856,0.947007,0.290664,0.071278
adaptive,250,100,47,fcl,-0.645667,0.421176,0.011975,0.000000,0.506531,-0.000415,0.063944
adaptive,250,100,47,fcl,-0.554614,0.000000,0.000000,0.000000,0.445029,-0.003222,0.063695
adaptive,250,100,47,fcl,0.144689,0.000000,0.000000,0.703339,0.916504,0.300295,0.065086
adaptive,250,100,47,fcl,0.823808,0.000000,0.000000,0.000000,0.515105,0.006380,0.075429
adaptive,250,100,47,fcl,-0.602631,0.000000,0.000000,0.000000,0.488951,-0.002025,0.064772
adaptive,250,100,47,fcl,0.515478,0.000000,0.000000,0.000000,0.621743,-0.024680,0.051043
adaptive,250,100,47,fcl,0.225015,0.000000,0.000000,0.315646,0.849685,0.232819,0.052666
adaptive,250,100,47,fcl,0.135156,0.000000,0.000000,0.742707,0.924207,0.300168,0.066660
adaptive,250,100,47,fcl,0.818258,0.000000,0.000000,0.000000,0.512244,0.006547,0.075683
adaptive,250,100,47,fcl,0.200091,0.580222,0.011085,0.448863,0.870845,0.266408,0.056355
adaptive,250,100,47,fcl,0.669158,0.019608,0.019415,0.000000,0.529119,0.004377,0.065944
adaptive,250,100,47,fcl,-0.949636,0.000000,0.000000,0.000000,0.276192,-0.002460,0.064779
adaptive,250,100,47,fcl,-0.521465,0.000000,0.000000,0.000000,0.405645,-0.003216,0.061528
adaptive,250,100,47,fcl,0.933667,0.000000,0.000000,0.000000,0.583000,0.002786,0.058834
adaptive,250,100,47,fcl,0.949921,0.000000,0.000000,0.000000,0.591181,0.002594,0.055343
adaptive,250,100,47,fcl,0.650125,0.000000,0.000000,0.000000,0.540003,0.002529,0.063474
adaptive,250,100,47,fcl,-0.732313,0.000000,0.000000,0.000000,0.461819,0.000774,0.063866
adaptive,250,100,47,fcl,0.758973,0.000000,0.000000,0.000000,0.497935,0.007575,0.075184
adaptive,250,100,47,fcl,-0.701124,0.000000,0.000000,0.000000,0.489922,0.000928,0.063314
adaptive,250,100,47,fcl,0.369043,0.000000,0.000000,0.000000,0.720552,-0.006288,0.026429
adaptive,250,100,47,fcl,-0.537517,0.000000,0.000000,0.000000,0.425347,-0.003318,0.062698
adaptive,250,100,47,fcl,-0.186099,0.093306,0.013100,0.528573,0.693336,0.045332,0.081556
adaptive,250,100,47,fcl,-0.171932,0.000000,0.000000,0.573454,0.737040,0.051622,0.081891
adaptive,250,100,47,fcl,0.588645,0.000000,0.000000,0.000000,0.578125,-0.007144,0.057202
adaptive,250,100,47,fcl,-0.095054,0.000000,0.000000,0.838578,0.923229,0.099768,0.082834
adaptive,250,100,47,fcl,0.233371,0.000000,0.000000,0.265299,0.842459,0.219568,0.051393
adaptive,250,100,47,fcl,0.602397,0.000000,0.000000,0.000000,0.569484,-0.004478,0.058309
adaptive,250,100,47,fcl,-0.167126,0.019608,0.019415,0.588869,0.751475,0.053924,0.081986
adaptive,250,100,47,fcl,-0.315568,0.285337,0.016413,0.306246,0.285569,0.012663,0.070272
adaptive,250,100,47,fcl,0.645172,0.000000,0.000000,0.000000,0.542954,0.001964,0.062853
adaptive,250,100,47,fcl,0.337012,0.000000,0.000000,0.000000,0.748774,0.033947,0.029190
adaptive,250,100,47,fcl,-0.013722,0.019608,0.019415,0.996250,0.998624,0.176527,0.082243
adaptive,250,100,47,fcl,-0.438293,0.000000,0.000000,0.000000,0.301241,0.000262,0.055550
adaptive,250,100,47,fcl,-0.392429,0.000000,0.000000,0.033305,0.252002,0.003932,0.057750
adaptive,250,100,47,fcl,-0.578352,0.091736,0.008298,0.000000,0.469391,-0.002774,0.064559
adaptive,250,100,47,fcl,0.615758,0.000000,0.000000,0.000000,0.561079,-0.002162,0.059545
adaptive,250,100,47,fcl,0.957918,0.000000,0.000000,0.000000,0.594707,0.002583,0.053786
adaptive,250,100,47,fcl,-0.517506,0.079108,0.012156,0.000000,0.400707,-0.003161,0.061212
adaptive,250,100,47,fcl,0.926405,0.000000,0.000000,0.000000,0.579019,0.002932,0.060443
adaptive,250,100,47,fcl,0.844211,0.000000,0.000000,0.000000,0.526782,0.005703,0.074003
adaptive,250,100,47,fcl,-0.475709,0.000000,0.000000,0.000000,0.347353,-0.001877,0.057640
adaptive,250,100,47,fcl,0.788717,0.019608,0.019415,0.000000,0.501067,0.007259,0.076137
adaptive,250,100,47,fcl,0.288075,0.000000,0.000000,0.000000,0.793575,0.119643,0.041043
adaptive,250,100,47,fcl,0.107394,0.006369,0.003175,0.832492,0.946166,0.291240,0.071113
adaptive,250,100,47,fcl,-0.731161,0.004902,0.004890,0.000000,0.463068,0.000794,0.063841
adaptive,250,100,47,fcl,0.399702,0.000000,0.000000,0.000000,0.695539,-0.028352,0.030616
adaptive,250,100,47,fcl,-0.180819,0.019608,0.019415,0.545185,0.709798,0.047592,0.081691
adaptive,250,100,47,fcl,-0.384940,0.000000,0.000000,0.067350,0.245358,0.004631,0.058683
adaptive,250,100,47,fcl,0.996322,0.000000,0.000000,0.000000,0.607158,0.003511,0.050033
adaptive,250,100,47,fcl,-0.724020,0.044177,0.006511,0.000000,0.470358,0.000893,0.063689
adaptive,250,100,47,fcl,0.360072,0.000000,0.000000,0.000000,0.728288,0.003250,0.026370
adaptive,250,100,47,fcl,0.356573,0.000000,0.000000,0.000000,0.731326,0.007350,0.026534
adaptive,250,100,47,fcl,-0.930869,0.000000,0.000000,0.000000,0.298250,-0.003903,0.062672
